0.0	C	M1	19	36	1
0.0	C	M2	14	17	1
0.0	C	M3	60	8	1
0.0	C	M4	34	37	1
0.0	C	M5	60	50	1
0.0	C	M6	30	25	1
0.0	C	M7	54	2	1
0.0	C	M8	39	24	1
0.0	C	M9	44	23	1
0.0	C	M10	44	39	1
0.0	C	M11	47	1	1
0.0	C	M12	61	31	1
0.0	C	M13	61	10	1
0.0	C	M14	3	28	1
0.0	C	M15	29	32	1
0.0	C	M16	19	22	1
0.0	C	M17	51	48	1
0.0	C	M18	54	16	1
0.0	C	M19	37	30	1
0.0	C	M20	36	4	1
0.0	C	M21	13	62	1
0.0	C	M22	53	26	1
0.0	C	M23	14	35	1
0.0	C	M24	34	49	1
0.0	C	M25	0	61	1
0.0	C	M26	18	24	1
0.0	C	M27	47	46	1
0.0	C	M28	4	54	1
0.0	C	M29	11	45	1
0.0	C	M30	2	11	1
0.0	C	M31	56	40	1
0.0	C	M32	3	22	1
0.0	C	M33	55	23	1
0.0	C	M34	41	9	1
0.0	C	M35	16	59	1
0.0	C	M36	21	6	1
0.0	C	M37	59	32	1
0.0	C	M38	36	43	1
0.0	C	M39	5	10	1
0.0	C	M40	56	28	1
0.0	C	M41	24	17	1
0.0	C	M42	14	55	1
0.0	C	M43	53	38	1
0.0	C	M44	58	16	1
0.0	C	M45	17	34	1
0.0	C	M46	34	43	1
0.0	C	M47	57	23	1
0.0	C	M48	4	33	1
0.0	C	M49	38	56	1
0.0	C	M50	10	41	1
0.0	C	M51	47	20	1
0.0	C	M52	32	10	1
0.0	C	M53	20	0	1
0.0	C	M54	29	4	1
0.0	C	M55	7	55	1
0.0	C	M56	50	26	1
0.0	C	M57	41	24	1
0.0	C	M58	11	1	1
0.0	C	M59	8	43	1
0.0	C	M60	40	7	1
0.0	C	M61	21	0	1
0.0	C	M62	7	54	1
0.0	C	M63	26	42	1
0.0	C	M64	4	52	1
0.0	C	M65	12	7	1
0.0	C	M66	17	55	1
0.0	C	M67	42	3	1
0.0	C	M68	44	29	1
0.0	C	M69	30	59	1
0.0	C	M70	34	27	1
0.0	C	M71	6	9	1
0.0	C	M72	56	51	1
0.0	C	M73	55	41	1
0.0	C	M74	58	26	1
0.0	C	M75	10	25	1
0.0	C	M76	49	30	1
0.0	C	M77	47	20	1
0.0	C	M78	41	35	1
0.0	C	M79	62	21	1
0.0	C	M80	37	43	1
0.0	C	M81	39	17	1
0.0	C	M82	55	5	1
0.0	C	M83	10	8	1
0.0	C	M84	2	10	1
0.0	C	M85	28	18	1
0.0	C	M86	55	30	1
0.0	C	M87	0	49	1
0.0	C	M88	40	41	1
0.0	C	M89	5	4	1
0.0	C	M90	11	41	1
0.0	C	M91	13	16	1
0.0	C	M92	0	48	1
0.0	C	M93	34	0	1
0.0	C	M94	58	52	1
0.0	C	M95	14	44	1
0.0	C	M96	30	32	1
0.0	C	M97	32	59	1
0.0	C	M98	39	36	1
0.0	C	M99	23	34	1
0.0	C	M100	23	59	1
0.0	C	M101	41	58	1
0.0	C	M102	48	50	1
0.0	C	M103	60	27	1
0.0	C	M104	44	1	1
0.0	C	M105	40	23	1
0.0	C	M106	17	4	1
0.0	C	M107	29	56	1
0.0	C	M108	14	56	1
0.0	C	M109	26	57	1
0.0	C	M110	44	17	1
0.0	C	M111	9	56	1
0.0	C	M112	25	14	1
0.0	C	M113	0	17	1
0.0	C	M114	54	48	1
0.0	C	M115	52	48	1
0.0	C	M116	8	16	1
0.0	C	M117	53	52	1
0.0	C	M118	13	20	1
0.0	C	M119	51	18	1
0.0	C	M120	49	35	1
0.0	C	M121	45	17	1
0.0	C	M122	57	37	1
0.0	C	M123	1	43	1
0.0	C	M124	44	62	1
0.0	C	M125	20	9	1
0.0	C	M126	56	1	1
0.0	C	M127	50	4	1
0.0	C	M128	15	62	1
0.0	C	M129	23	52	1
0.0	C	M130	58	17	1
0.0	C	M131	8	20	1
0.0	C	M132	62	28	1
0.0	C	M133	49	20	1
0.0	C	M134	45	30	1
0.0	C	M135	10	45	1
0.0	C	M136	40	48	1
0.0	C	M137	7	55	1
0.0	C	M138	29	17	1
0.0	C	M139	3	36	1
0.0	C	M140	3	33	1
0.0	C	M141	33	15	1
0.0	C	M142	24	8	1
0.0	C	M143	60	51	1
0.0	C	M144	62	28	1
0.0	C	M145	48	23	1
0.0	C	M146	19	22	1
0.0	C	M147	18	15	1
0.0	C	M148	41	1	1
0.0	C	M149	9	32	1
0.0	C	M150	2	11	1
0.0	C	M151	47	54	1
0.0	C	M152	25	19	1
0.0	C	M153	17	13	1
0.0	C	M154	23	22	1
0.0	C	M155	48	44	1
0.0	C	M156	57	52	1
0.0	C	M157	11	41	1
0.0	C	M158	56	28	1
0.0	C	M159	21	35	1
0.0	C	M160	35	4	1
0.0	C	M161	4	13	1
0.0	C	M162	50	47	1
0.0	C	M163	9	44	1
0.0	C	M164	49	24	1
0.0	C	M165	33	16	1
0.0	C	M166	22	41	1
0.0	C	M167	10	4	1
0.0	C	M168	51	20	1
0.0	C	M169	54	30	1
0.0	C	M170	35	16	1
0.0	C	M171	51	40	1
0.0	C	M172	13	35	1
0.0	C	M173	55	47	1
0.0	C	M174	5	20	1
0.0	C	M175	7	41	1
0.0	C	M176	4	57	1
0.0	C	M177	54	28	1
0.0	C	M178	43	16	1
0.0	C	M179	22	52	1
0.0	C	M180	14	20	1
0.0	C	M181	56	17	1
0.0	C	M182	61	9	1
0.0	C	M183	45	11	1
0.0	C	M184	19	26	1
0.0	C	M185	0	21	1
0.0	C	M186	30	41	1
0.0	C	M187	22	16	1
0.0	C	M188	24	57	1
0.0	C	M189	62	7	1
0.0	C	M190	35	36	1
0.0	C	M191	28	4	1
0.0	C	M192	54	62	1
0.0	C	M193	13	2	1
0.0	C	M194	11	18	1
0.0	C	M195	41	56	1
0.0	C	M196	19	41	1
0.0	C	M197	4	28	1
0.0	C	M198	4	3	1
0.0	C	M199	50	32	1
0.0	C	M200	18	25	1
0.0	C	M201	56	28	1
0.0	C	M202	55	56	1
0.0	C	M203	35	36	1
0.0	C	M204	41	42	1
0.0	C	M205	19	30	1
0.0	C	M206	46	19	1
0.0	C	M207	34	7	1
0.0	C	M208	43	60	1
0.0	C	M209	25	15	1
0.0	C	M210	6	24	1
0.0	C	M211	15	40	1
0.0	C	M212	25	59	1
0.0	C	M213	20	36	1
0.0	C	M214	14	15	1
0.0	C	M215	39	34	1
0.0	C	M216	8	10	1
0.0	C	M217	25	11	1
0.0	C	M218	32	44	1
0.0	C	M219	48	25	1
0.0	C	M220	8	39	1
0.0	C	M221	20	22	1
0.0	C	M222	24	44	1
0.0	C	M223	4	27	1
0.0	C	M224	22	19	1
0.0	C	M225	46	19	1
0.0	C	M226	35	54	1
0.0	C	M227	47	38	1
0.0	C	M228	1	20	1
0.0	C	M229	26	34	1
0.0	C	M230	38	49	1
0.0	C	M231	55	33	1
0.0	C	M232	36	1	1
0.0	C	M233	6	49	1
0.0	C	M234	16	32	1
0.0	C	M235	9	4	1
0.0	C	M236	32	19	1
0.0	C	M237	23	34	1
0.0	C	M238	23	11	1
0.0	C	M239	53	44	1
0.0	C	M240	1	27	1
0.0	C	M241	18	20	1
0.0	C	M242	36	21	1
0.0	C	M243	37	20	1
0.0	C	M244	10	39	1
0.0	C	M245	5	59	1
0.0	C	M246	16	35	1
0.0	C	M247	20	17	1
0.0	C	M248	58	14	1
0.0	C	M249	59	44	1
0.0	C	M250	35	60	1
0.0	C	M251	36	44	1
0.0	C	M252	30	12	1
0.0	C	M253	36	48	1
0.0	C	M254	54	30	1
0.0	C	M255	62	31	1
0.0	C	M256	45	2	1
0.0	C	M257	42	46	1
0.0	C	M258	10	50	1
0.0	C	M259	10	49	1
0.0	C	M260	60	58	1
0.0	C	M261	31	18	1
0.0	C	M262	32	60	1
0.0	C	M263	56	44	1
0.0	C	M264	25	40	1
0.0	C	M265	11	0	1
0.0	C	M266	26	9	1
0.0	C	M267	49	13	1
0.0	C	M268	31	54	1
0.0	C	M269	34	61	1
0.0	C	M270	0	30	1
0.0	C	M271	42	9	1
0.0	C	M272	9	5	1
0.0	C	M273	14	56	1
0.0	C	M274	41	61	1
0.0	C	M275	23	60	1
0.0	C	M276	18	53	1
0.0	C	M277	37	51	1
0.0	C	M278	18	51	1
0.0	C	M279	49	41	1
0.0	C	M280	33	22	1
0.0	C	M281	47	37	1
0.0	C	M282	21	53	1
0.0	C	M283	17	62	1
0.0	C	M284	49	34	1
0.0	C	M285	28	48	1
0.0	C	M286	16	45	1
0.0	C	M287	57	60	1
0.0	C	M288	3	18	1
0.0	C	M289	56	34	1
0.0	C	M290	8	3	1
0.0	C	M291	53	60	1
0.0	C	M292	43	9	1
0.0	C	M293	44	52	1
0.0	C	M294	41	62	1
0.0	C	M295	8	22	1
0.0	C	M296	62	52	1
0.0	C	M297	23	50	1
0.0	C	M298	36	22	1
0.0	C	M299	46	19	1
0.0	C	M300	60	34	1
0.0	C	M301	13	41	1
0.0	C	M302	15	61	1
0.0	C	M303	26	39	1
0.0	C	M304	34	39	1
0.0	C	M305	61	57	1
0.0	C	M306	56	31	1
0.0	C	M307	51	11	1
0.0	C	M308	32	7	1
0.0	C	M309	52	20	1
0.0	C	M310	49	28	1
0.0	C	M311	37	48	1
0.0	C	M312	60	6	1
0.0	C	M313	56	60	1
0.0	C	M314	19	37	1
0.0	C	M315	52	14	1
0.0	C	M316	2	40	1
0.0	C	M317	62	40	1
0.0	C	M318	20	10	1
0.0	C	M319	34	6	1
0.0	C	M320	44	59	1
0.0	C	M321	45	38	1
0.0	C	M322	25	57	1
0.0	C	M323	55	36	1
0.0	C	M324	10	18	1
0.0	C	M325	16	6	1
0.0	C	M326	25	52	1
0.0	C	M327	59	31	1
0.0	C	M328	60	20	1
0.0	C	M329	0	19	1
0.0	C	M330	10	7	1
0.0	C	M331	22	9	1
0.0	C	M332	5	39	1
0.0	C	M333	57	53	1
0.0	C	M334	47	51	1
0.0	C	M335	20	48	1
0.0	C	M336	38	60	1
0.0	C	M337	56	31	1
0.0	C	M338	62	21	1
0.0	C	M339	9	61	1
0.0	C	M340	35	30	1
0.0	C	M341	53	50	1
0.0	C	M342	4	40	1
0.0	C	M343	25	37	1
0.0	C	M344	60	5	1
0.0	C	M345	9	59	1
0.0	C	M346	16	49	1
0.0	C	M347	57	35	1
0.0	C	M348	25	20	1
0.0	C	M349	25	49	1
0.0	C	M350	14	17	1
0.0	C	M351	53	59	1
0.0	C	M352	29	53	1
0.0	C	M353	22	14	1
0.0	C	M354	31	17	1
0.0	C	M355	62	7	1
0.0	C	M356	59	13	1
