2	1.951335806
35	1.739085167
10	1.730387023
57	1.724805324
22	1.713501444
9	1.678576976
1	1.636093799
34	1.57621898
45	1.565137348
64	1.538189022
40	1.534396585
11	1.421108504
54	1.346572822
52	1.263949905
63	1.236786529
51	1.231696372
7	1.192784624
5	1.172525498
18	1.157752849
32	1.156885518
43	1.155544927
60	1.144305687
25	1.07267763
24	1.063154867
58	1.051193647
4	1.012554769
30	0.994713816
55	0.99215578
23	0.983596317
6	0.961108052
53	0.959427441
26	0.956169674
3	0.930257892
12	0.928070984
36	0.918513578
28	0.917873022
48	0.896950384
33	0.881528246
44	0.880711586
19	0.851976521
0	0.82418568
14	0.785671607
49	0.774459819
37	0.774338769
17	0.756520121
47	0.750315348
38	0.717113687
41	0.701272943
16	0.685585676
62	0.593590333
39	0.564046682
46	0.557228736
56	0.453636863
15	0.432443806
13	0.427616997
61	0.386040762
42	0.360717102
31	0.359517381
29	0.333754144
50	0.330733313
27	0.310935314
8	0.15
20	0.15
21	0.15
59	0.15
